respondent_grade_level,student_race,student_ethnicity,student_gender,student_ell,student_sp_ed,urbanicity,School Belonging,School Teacher-Student Relationships,School Safety,School Climate,School Engagement,Supportive Relationships,Positive Feelings,Emotion Regulation,Challenging Feelings,School Rigorous Expectations,id
3,Native American,Latinx,Male,English proficient,General education,Suburb - Large,3,5,4,3,4,5,4,3,2,5,271
3,White,Not Latinx,Male,English proficient,General education,Suburb - Large,5,5,3,3,4,5,4,4,4,5,272
3,Black,Latinx,Male,English language learner,General education,City - Small,4,4,5,4,3,5,4,3,5,3,273
3,Asian,Latinx,Female,English proficient,Special education,City - Large,5,4,3,4,4,5,4,4,3,4,274
3,White,Latinx,Male,English language learner,General education,Suburb - Large,4,5,5,5,3,4,4,2,5,4,275
3,Asian,Not Latinx,Male,English language learner,General education,City - Small,3,2,3,5,5,4,4,4,4,4,276
3,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,4,4,5,4,2,4,5,277
3,Native American,Latinx,Male,English proficient,General education,Rural - Distant,5,3,3,3,4,4,4,2,4,2,278
3,White,Latinx,Male,English proficient,General education,City - Large,4,4,4,5,5,4,3,4,4,4,279
3,Black,Latinx,Female,English proficient,General education,City - Midsize,3,5,5,3,2,5,5,1,4,4,280
3,White,Not Latinx,Female,English proficient,General education,Suburb - Large,5,3,4,4,5,4,4,4,3,4,281
3,Black,Latinx,Female,English language learner,General education,City - Large,5,2,3,4,5,4,5,4,4,5,282
3,White,Latinx,Female,English proficient,Special education,City - Small,5,5,4,3,3,4,5,4,1,4,283
3,Black,Latinx,Female,English language learner,General education,City - Large,4,5,5,4,4,5,4,4,3,5,284
3,Black,Latinx,Male,English proficient,General education,City - Large,4,5,4,4,4,4,3,4,2,4,285
3,White,Latinx,Female,English proficient,Special education,City - Midsize,4,5,3,5,4,4,3,4,4,4,286
3,Asian,Not Latinx,Female,English proficient,General education,City - Midsize,4,5,4,3,3,5,4,4,4,3,287
3,Multiracial,Not Latinx,Male,English language learner,General education,Suburb - Large,4,4,3,4,4,5,2,2,4,4,288
3,White,Not Latinx,Female,English language learner,General education,Rural - Fringe,2,5,4,4,5,5,4,3,3,4,289
3,Multiracial,Latinx,Female,English proficient,Special education,Suburb - Large,4,5,4,4,4,5,3,3,5,4,290
3,White,Not Latinx,Male,English proficient,General education,City: Large,3,5,5,5,4,5,3,4,4,5,291
3,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,3,4,5,5,1,2,3,292
3,Black,Latinx,Male,English proficient,Special education,City - Large,2,4,2,4,3,5,2,3,4,5,293
3,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,3,4,3,5,3,5,4,4,294
3,White,Latinx,Male,English language learner,General education,Suburb - Large,3,4,3,4,5,5,5,4,4,4,295
3,White,Latinx,Male,English proficient,General education,Suburb - Large,5,4,2,4,4,5,3,3,4,4,296
3,White,Latinx,Female,English proficient,Special education,City - Midsize,4,5,4,4,4,4,4,2,3,2,297
3,Black,Latinx,Male,English language learner,General education,City - Midsize,4,5,3,3,5,5,3,3,4,3,298
3,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,4,3,4,2,5,4,3,3,5,299
3,White,Not Latinx,Male,English language learner,General education,Suburb - Large,4,5,4,4,4,4,3,4,4,4,300
3,White,Latinx,Male,English proficient,General education,City - Large,3,4,3,4,3,5,5,4,4,3,301
3,White,Latinx,Male,English proficient,General education,City - Small,3,4,2,3,2,4,5,3,4,5,302
3,White,Latinx,Male,English proficient,General education,City - Midsize,4,5,4,4,4,5,5,3,2,5,303
3,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,4,5,3,4,3,5,4,3,3,4,304
3,White,Latinx,Male,English proficient,Special education,Suburb - Midsize,3,4,3,3,3,4,4,1,4,5,305
3,Black,Latinx,Male,English proficient,General education,City - Large,5,4,3,4,3,4,4,4,2,5,306
3,Asian,Latinx,Female,English proficient,General education,City - Large,4,5,4,3,3,5,4,3,2,4,307
3,Asian,Latinx,Male,English proficient,General education,Suburb - Large,2,5,4,3,5,5,4,3,4,5,308
3,Black,Not Latinx,Male,English proficient,General education,Rural - Fringe,3,2,4,4,3,5,5,4,5,4,309
3,White,Latinx,Male,English language learner,General education,City - Small,4,4,5,4,4,4,4,3,4,4,310
3,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,3,4,5,5,4,5,5,4,311
3,White,Latinx,Female,English language learner,Special education,Rural - Fringe,2,3,4,5,4,5,5,4,2,2,312
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,3,4,5,4,2,4,3,313
3,Black,Not Latinx,Male,English proficient,General education,City - Large,4,5,4,5,4,5,3,4,2,4,314
3,Black,Latinx,Female,English proficient,General education,City - Large,4,4,4,4,3,5,4,3,4,4,315
3,White,Latinx,Female,English proficient,General education,Town - Fringe,4,5,3,5,4,5,4,3,4,5,316
3,White,Latinx,Male,English language learner,General education,Suburb - Large,3,5,4,4,5,5,4,5,1,4,317
3,Black,Latinx,Male,English proficient,General education,Suburb - Large,2,4,4,3,3,5,4,4,3,5,318
3,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,5,3,1,5,3,4,2,5,319
3,Black,Latinx,Female,English proficient,General education,Suburb - Small,5,5,4,5,3,2,3,3,3,4,320
3,Asian,Not Latinx,Female,English proficient,General education,City - Midsize,5,4,4,4,4,5,5,4,1,3,321
3,Black,Latinx,Female,English proficient,General education,Rural - Fringe,4,4,3,4,5,4,4,4,4,3,322
3,White,Not Latinx,Male,English proficient,General education,Suburb - Midsize,3,4,3,5,3,5,3,3,3,4,323
3,White,Not Latinx,Female,English proficient,General education,City - Large,4,4,5,4,5,4,4,2,5,3,324
3,White,Latinx,Female,English proficient,General education,City - Large,4,4,3,4,4,5,4,4,3,4,325
3,White,Latinx,Female,English language learner,General education,Suburb - Large,5,5,5,5,2,2,3,2,4,5,326
3,White,Latinx,Female,English proficient,Special education,City - Midsize,4,4,4,5,3,5,3,4,3,4,327
3,White,Latinx,Male,English language learner,General education,Suburb - Large,4,5,3,5,4,5,4,1,4,2,328
3,Asian,Latinx,Male,English proficient,General education,Rural - Fringe,4,4,3,2,5,5,4,3,3,5,329
3,Asian,Latinx,Female,English proficient,General education,City - Large,4,4,4,3,3,5,4,4,3,3,330
3,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,5,4,4,5,5,5,2,4,3,4,331
3,White,Latinx,Male,English language learner,General education,City - Midsize,5,5,3,4,3,5,4,4,4,5,332
3,Black,Latinx,Female,English proficient,General education,City - Midsize,5,4,5,3,3,4,5,5,4,3,333
3,Asian,Not Latinx,Male,English proficient,General education,City - Midsize,4,5,4,4,4,5,4,4,4,5,334
3,Multiracial,Latinx,Female,English proficient,General education,Rural - Fringe,4,5,3,5,5,3,4,4,4,4,335
3,Pacific Islander,Not Latinx,Male,English proficient,Special education,City - Small,4,4,4,4,4,5,3,3,3,5,336
3,White,Latinx,Female,English proficient,General education,City - Small,4,4,5,3,5,5,4,3,5,4,337
3,White,Latinx,Male,English language learner,General education,City - Large,4,5,4,4,3,5,2,4,4,4,338
3,Black,Latinx,Female,English proficient,General education,City - Large,4,4,4,4,4,5,5,5,4,3,339
3,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,1,4,5,2,4,4,4,2,5,340
3,Native American,Not Latinx,Female,English proficient,General education,City - Large,5,5,4,5,2,5,4,3,4,4,341
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,4,5,2,4,3,5,5,342
3,Asian,Latinx,Female,English proficient,General education,Town - Remote,4,4,4,4,3,5,4,5,5,5,343
3,White,Latinx,Male,English proficient,General education,Rural - Fringe,4,5,3,3,3,5,2,3,4,3,344
3,White,Latinx,Female,English language learner,General education,City - Small,4,4,3,4,5,5,4,4,3,4,345
3,Black,Latinx,Male,English language learner,Special education,City - Midsize,3,5,3,3,4,2,4,4,3,4,346
3,Black,Not Latinx,Male,English language learner,General education,City - Large,4,4,5,4,3,5,4,2,2,5,347
3,Black,Not Latinx,Male,English proficient,Special education,Suburb - Large,5,3,5,4,3,5,3,3,3,5,348
3,White,Not Latinx,Female,English proficient,Special education,City - Midsize,4,4,4,3,4,5,4,3,2,3,349
3,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,5,2,5,5,4,5,5,2,5,4,350
3,Asian,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,4,3,5,4,4,2,5,351
3,White,Latinx,Male,English proficient,General education,City - Large,4,4,3,4,3,5,5,3,4,5,352
3,Black,Not Latinx,Male,English language learner,General education,Suburb - Large,4,4,4,3,4,5,5,3,2,4,353
3,White,Not Latinx,Female,English proficient,General education,Suburb - Large,5,2,3,3,3,5,2,2,4,3,354
3,Black,Latinx,Female,English proficient,Special education,Town - Fringe,4,5,3,3,1,5,4,3,4,3,355
3,White,Latinx,Male,English language learner,General education,Suburb - Large,4,4,2,3,4,5,4,4,4,5,356
3,White,Not Latinx,Male,English proficient,Special education,City - Midsize,4,3,4,4,3,2,2,3,4,3,357
3,White,Latinx,Male,English proficient,General education,Suburb - Large,3,5,3,5,3,5,3,3,5,2,358
3,Asian,Latinx,Male,English proficient,General education,Town - Fringe,5,4,3,4,4,4,4,2,4,3,359
3,Black,Latinx,Male,English language learner,General education,Suburb - Large,4,1,4,3,3,3,5,4,3,5,360
3,Black,Not Latinx,Female,English language learner,General education,City - Large,4,4,4,5,2,5,5,4,5,4,361
3,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,3,5,4,5,5,4,5,2,4,4,362
3,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,4,1,4,4,5,5,3,5,5,363
3,Black,Latinx,Female,English proficient,General education,City - Small,3,5,5,2,5,2,4,4,3,4,364
3,White,Latinx,Male,English language learner,General education,City - Small,5,4,4,3,4,4,4,4,4,3,365
3,White,Not Latinx,Male,English proficient,General education,City - Large,5,3,3,5,4,5,4,4,4,5,366
3,White,Latinx,Female,English language learner,General education,City - Large,2,5,3,4,5,5,4,3,4,4,367
3,White,Latinx,Male,English language learner,Special education,City - Large,5,3,3,4,4,4,2,4,1,5,368
3,Asian,Not Latinx,Male,English language learner,General education,City - Large,4,4,5,4,3,5,3,3,4,5,369
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,3,5,5,5,4,4,2,5,370
3,White,Latinx,Female,English proficient,General education,Suburb - Large,5,5,4,3,4,5,4,3,2,4,371
3,Black,Latinx,Female,English language learner,General education,Suburb - Large,4,5,5,4,3,5,4,3,4,5,372
3,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,5,3,5,4,3,2,5,373
3,White,Latinx,Female,English proficient,General education,City - Large,4,4,4,4,4,5,5,4,1,5,374
3,White,Latinx,Male,English language learner,General education,Rural - Fringe,4,4,3,4,1,5,3,5,3,5,375
3,White,Latinx,Female,English language learner,General education,City - Midsize,4,5,4,2,4,5,4,4,4,5,376
3,White,Latinx,Female,English proficient,General education,Suburb - Large,5,3,2,4,4,5,5,3,2,4,377
3,White,Latinx,Female,English proficient,General education,City - Small,4,2,4,4,3,5,3,3,4,5,378
3,Black,Latinx,Female,English proficient,General education,City - Large,5,4,4,4,3,5,4,3,3,4,379
3,Black,Latinx,Male,English proficient,General education,Suburb - Large,5,4,3,3,4,4,4,4,5,4,380
3,White,Not Latinx,Male,English proficient,Special education,City - Large,3,4,4,3,3,5,4,4,5,4,381
3,White,Latinx,Female,English language learner,General education,City - Large,4,5,4,3,4,5,4,1,4,4,382
3,Asian,Not Latinx,Male,English proficient,General education,City - Midsize,3,5,3,3,3,5,4,5,2,4,383
3,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,5,2,5,5,2,4,4,5,384
3,Multiracial,Latinx,Male,English proficient,General education,City - Midsize,4,4,5,4,5,5,4,4,5,4,385
3,Asian,Latinx,Female,English language learner,General education,Suburb - Large,4,5,3,4,2,5,3,3,3,4,386
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,5,4,2,5,4,3,3,4,387
3,Multiracial,Latinx,Male,English proficient,Special education,City - Midsize,4,5,4,4,4,5,5,5,2,3,388
3,Black,Latinx,Male,English language learner,General education,City - Large,4,4,4,5,4,5,4,3,3,4,389
3,Black,Latinx,Female,English proficient,General education,City - Large,5,3,3,4,4,2,2,3,3,4,390
3,Pacific Islander,Latinx,Female,English language learner,General education,Suburb - Large,3,5,3,4,4,5,4,5,3,4,391
3,White,Latinx,Male,English language learner,General education,City - Midsize,4,5,4,3,4,5,5,4,4,5,392
3,White,Latinx,Male,English language learner,General education,Suburb - Large,4,3,4,3,5,5,3,4,4,4,393
3,Multiracial,Latinx,Female,English proficient,General education,City - Large,4,4,1,3,3,4,3,2,2,4,394
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,5,4,3,5,4,3,3,5,395
3,Black,Latinx,Female,English language learner,General education,Suburb - Large,4,4,4,3,3,5,4,2,4,5,396
3,White,Not Latinx,Male,English proficient,General education,City - Midsize,3,4,4,4,4,4,5,2,4,4,397
3,White,Latinx,Female,English proficient,General education,City - Midsize,3,4,3,4,4,4,4,2,4,5,398
3,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,5,4,3,5,5,4,5,3,3,399
3,Black,Latinx,Female,English language learner,General education,Suburb - Large,4,4,3,4,3,5,4,3,5,5,400
3,White,Latinx,Female,English language learner,General education,Suburb - Large,3,5,4,5,4,5,4,3,4,5,401
3,White,Latinx,Male,English proficient,Special education,City - Small,2,4,2,4,4,5,3,5,3,4,402
3,White,Not Latinx,Male,English proficient,General education,Suburb - Large,5,5,2,4,4,5,5,3,3,3,403
3,Black,Latinx,Female,English language learner,Special education,City - Large,2,4,3,3,5,4,5,2,3,5,404
3,Black,Latinx,Male,English language learner,General education,City - Large,5,5,1,4,4,5,3,4,4,5,405
3,White,Latinx,Male,English proficient,General education,City - Large,4,4,4,3,3,3,4,3,4,4,406
3,White,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,4,4,5,4,4,3,5,407
3,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,4,4,5,4,3,4,5,408
3,White,Latinx,Male,English language learner,General education,Suburb - Large,5,5,4,3,4,5,5,4,3,4,409
3,Multiracial,Latinx,Male,English proficient,General education,City - Small,3,4,3,4,4,4,4,3,4,3,410
3,White,Not Latinx,Female,English language learner,General education,City - Midsize,4,4,2,5,3,5,4,3,5,4,411
3,Asian,Not Latinx,Male,English proficient,General education,Suburb - Large,2,5,4,4,5,5,4,4,4,5,412
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,5,3,4,2,5,4,4,4,5,413
3,Asian,Latinx,Male,English language learner,General education,Suburb - Midsize,4,4,2,1,4,4,4,4,4,3,414
3,Black,Latinx,Female,English proficient,General education,Suburb - Small,4,5,3,4,3,5,5,5,3,4,415
3,White,Latinx,Female,English proficient,General education,City - Large,4,5,3,2,4,5,5,5,2,5,416
3,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,5,5,2,4,5,4,4,4,5,417
3,White,Latinx,Female,English proficient,General education,City - Large,4,4,4,4,4,5,5,3,3,5,418
3,White,Not Latinx,Male,English proficient,General education,City - Large,4,5,4,5,3,4,4,1,4,5,419
3,Pacific Islander,Not Latinx,Female,English proficient,General education,Suburb - Large,3,4,3,4,2,5,5,2,2,4,420
3,Black,Not Latinx,Male,English language learner,General education,Suburb - Large,2,4,3,4,2,5,3,4,2,5,421
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,4,5,3,5,4,3,3,4,422
3,Black,Latinx,Male,English proficient,General education,City - Large,5,5,4,4,4,5,5,3,2,4,423
3,White,Latinx,Male,English language learner,General education,Suburb - Large,4,4,5,4,2,5,3,4,3,5,424
3,Black,Latinx,Female,English proficient,Special education,City - Large,4,4,4,5,2,5,4,5,3,5,425
3,Black,Not Latinx,Female,English proficient,General education,City - Large,5,3,4,4,4,4,5,3,3,4,426
3,Black,Latinx,Male,English proficient,General education,City - Large,4,5,4,4,4,5,4,3,5,5,427
3,Black,Latinx,Female,English proficient,General education,City - Large,4,3,2,3,4,5,2,5,4,5,428
3,White,Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,4,3,5,4,3,3,5,429
3,Asian,Not Latinx,Female,English proficient,General education,City - Large,4,4,5,2,4,5,4,3,5,4,430
3,White,Latinx,Male,English language learner,General education,Suburb - Small,4,5,3,4,4,2,3,3,4,5,431
3,White,Latinx,Male,English proficient,General education,Town - Distant,3,2,4,5,3,5,4,3,4,5,432
3,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,4,4,5,4,4,5,4,4,2,4,433
3,White,Not Latinx,Male,English proficient,General education,Rural - Distant,5,5,4,4,4,4,4,2,3,3,434
3,Asian,Latinx,Male,English proficient,General education,Suburb - Large,4,5,2,2,4,5,1,3,3,5,435
3,White,Latinx,Female,English language learner,General education,Suburb - Large,5,4,4,3,2,4,4,3,5,5,436
3,White,Latinx,Female,English proficient,General education,City - Large,5,4,4,4,4,4,4,4,4,4,437
3,Black,Not Latinx,Male,English proficient,Special education,City - Small,4,3,3,5,4,4,3,2,3,3,438
3,Black,Latinx,Female,English proficient,General education,City - Large,4,5,4,4,3,5,5,4,3,5,439
3,White,Latinx,Male,English proficient,General education,Suburb - Large,2,4,4,5,3,5,4,3,5,5,440
3,Black,Latinx,Female,English proficient,General education,Rural - Fringe,2,4,4,5,4,5,4,2,2,4,441
3,Multiracial,Not Latinx,Male,English proficient,General education,Rural - Fringe,4,3,5,4,3,4,5,3,4,3,442
3,Multiracial,Not Latinx,Female,English language learner,General education,Suburb - Large,4,5,4,5,4,2,5,4,4,4,443
3,White,Latinx,Female,English proficient,General education,City - Large,4,4,4,3,4,5,4,2,3,4,444
